timestamp,F3_Q,F3_V,FC6_Q,FC6_V,P7_Q,P7_V,T8_Q,T8_V,F7_Q,F7_V,F8_Q,F8_V,T7_Q,T7_V,P8_Q,P8_V,AF4_Q,AF4_V,F4_Q,F4_V,AF3_Q,AF3_V,O2_Q,O2_V,O1_Q,O1_V,FC5_Q,FC5_V
20230511120705086,7024,5079,3331,6087,2025,14919,4568,13985,12754,1929,1616,11578,1861,3345,12723,15851,7684,11085,5891,6212,2052,2530,14951,3227,8765,15044,1050,11147
20230511120705095,7024,13067,3331,5300,2025, 844,4568,6631,12754,16181,1616,4423,1861,1556,12723, 416,7684,9976,5891,2612,2052,11646,14951,16162,8765,2591,1050,10254
20230511120705102,7024,4576,3331,16232,2025,12540,4568,8202,12754,6236,1616,9681,1861,11943,12723,13138,7684,11731,5891,5327,2052,8154,14951,14587,8765,15405,1050,1614
20230511120705111,7024,2238,3331,11115,2025,10805,4568,6910,12754,15886,1616,10999,1861,6971,12723,12765,7684,12247,5891,13296,2052,3823,14951,16096,8765,10283,1050,2991
20230511120705118,7024,2944,3331,4987,2025,2849,4568, 796,12754,11615,1616,5649,1861,9564,12723,12563,7684,4083,5891,1016,2052, 561,14951,8195,8765,4358,1050, 648
20230511120705126,7024, 989,3331,13043,2025,5410,4568, 440,12754,4674,1616,4433,1861,5962,12723,2111,7684,10672,5891,1952,2052,3397,14951,12655,8765,2217,1050,8884
20230511120705135,7024,7538,3331,14281,2025,10785,4568,2100,12754,4018,1616,5658,1861,1046,12723,6275,7684,10053,5891,2598,2052,2442,14951,11245,8765, 481,1050,11912
20230511120705142,7024,9158,3331,11911,2025,10388,4568,4169,12754,13447,1616,12224,1861,12538,12723,2466,7684,11763,5891,5180,2052,1365,14951,15263,8765,11535,1050,1530
20230511120705150,7024,10586,7359,7827,2025,7734,4568,12541,12754,15954,1616,9163,1861,14626,12723,1872,7684,4971,5891,9424,2052,10176,14951,4516,8765,2879,1050,15216
20230511120705157,7024,4859,7359,5434,2025,13072,4568,5273,12754,8618,1616,6799,1861,7797,12723,7446,7684,10474,5891,14370,2052,9170,14951,7957,8765,11999,1050,3792
20230511120705166,7024,6448,7359,11128,2025,1207,4568, 139,12754,5715,1616,9102,1861,7108,12723,6421,7684,16302,5891,1824,2052,4287,14951,5238,8765, 188,1050,9904
20230511120705174,7024,10589,7359,10511,2025,8463,4568,10324,12754,8069,1616,9188,1861,9658,12723,2457,7684,13371,5891,14102,2052,2205,14951,8543,8765,10689,1050,14099
20230511120705182,7024,10001,7359,11547,2025,4473,4568,14400,12754,14668,1616,11113,1861,10059,12723,12531,7684,10706,5891,2582,2052,10127,14951,8352,8765,12735,1050,11440
20230511120705190,7024,12884,7359, 404,2025,12353,4568,14348,12754,12702,1616,8922,1861,3332,12723,6454,7684,11322,5891, 988,2052,13505,14951,13833,8765,5359,1050, 171
20230511120705198,7024,13711,7359,6103,2025,11417,4568,3331,12754,1087,1616,6168,1861,6248,12723,1009,7684,8430,5891,3385,2052,11259,14951,13501,8765,4609,1050,9984
20230511120705206,7024,10339,7359,2332,2025,8710,4568,6237,12754,3571,1616,8586,1861,1726,12723,5552,7684,3078,5891,3938,2052,3278,14951,3228,8765,4231,1050,10318
20230511120705213,7024,1201,7359,11386,2025,15170,4568,8741,12754,7291,1616,7122,1861,12785,12723,7069,7684,11750,5891,13621,2052,14436,14951,10840,8765,15577,1050, 600
20230511120705222,7024,15186,7359,1822,2025,13454,4568,1714,12754,11042,1616,15128,1861,1547,12723,3767,16097,3328,5891,12333,2052, 851,14951,14943,8765,6060,1050,10890
20230511120705228,7024,1977,3116,4504,2025,11637,4568,10863,12754,10130,1616,6063,1861,1910,12723,4376,16097,10756,5891,5392,2052,15959,14951,8185,8765,9025,1050,4777
20230511120705237,7024,12922,3116,15927,2025,3917,4568,1521,12754,14632,1616,4905,1861,12139,12723,13321,16097,12054,5891,11088,2052,4292,14951,8712,8765,9031,1050, 955
20230511120705245,7024,9207,1820,11833,2025,2081,4568,8134,12754,16298,1616,14866,1861,14906,12723,13370,16097,13313,5891,1703,2052,5190,14951,15578,8765,1251,1050,3221
20230511120705252,7024,13364,1820,9443,2025,13623,4568,11304,12754,11046,1616,16178,1861,1568,12723,2644,16097,5105,5891,2308,2052,12394,14951,14978,8765,10080,1050, 680
20230511120705260,7024,3314,1820,13429,2025,4880,4568,2705,12754,12496,1616,14551,1861,3720,12723,10252,16097,3819,5891,9000,2052,9085,14951,14935,8765,6322,1050,4727
20230511120705269,7024,1115,1820,12744,2025,7757,4568, 492,12754,8640,1616,5590,1861, 374,12723,4962,16097,6089,5891, 234,2052,6255,14951, 757,8765,5738,1050,11326
20230511120705276,7024,6767,1820,13712,2025,9028,4568,3878,12754,15123,1616,7369,1861,15661,12723,8946,16097,15212,1497,9892,2052,10904,14951,14676,8765,9623,1050,3137
20230511120705285,7024,12287,1820,14699,2025,13667,4568,14320,12754,12373,6492,2469,1861,11940,12723,4908,16097,12881,1497,15914,2052,6014,14951,3962,8765,6679,1050, 596
20230511120705292,7024,3765,1820,2289,2025,7276,4568,2504,12754,8691,6492,1514,1861,10544,12723,11388,16097,3626,1497,7861,2052,5642,14951,1326,8765,10426,1050,11310
20230511120705299,7024,6147,1820,15763,2025,4486,4568,6570,12754,1265,6492, 798,1861,13930,12723,1071,16097, 966,1497,9556,2052,13739,14951,4519,8765,3825,1050,4777
20230511120705307,7024,14098,1820,8910,2025,5363,4568,3111,12754,6471,6492,1099,1861,4941,4374,1762,16097,12022,1497, 120,2052,6473,14951,14170,8765,14258,1050,12482
20230511120705315,7024,15797,1820,2008,2025,1029,4568,1777,12754,2016,6492,8817,1861,13639,4374,15537,16097,8758,1497, 941,2052,12487,14951, 869,8765,15947,1050,  66
20230511120705323,7024,5772,1820,11217,2025,3254,4568,4092,12754,1134,6492,15503,1861,12646,4374,14250,16097,15710,1497,12683,2052,15745,14951, 731,8765, 926,1050,13678
20230511120705331,7024,3106,1820,5541,2025,5210,4568,13981,12754,5714,6492,16066,1861,12769,4374,5144,16097,12092,1497,7702,2052,10090,14951,7628,8765,8504,1050,10778
20230511120705339,7024,12023,1820,5465,2025,11136,4568,6372,12754,13275,6492,10318,1861,1932,4374,4640,16097,3778,1497,8709,2052,1413,14951,12881,8765,3128,1050,13252
20230511120705347,7024,4230,1820,8932,2025,3082,4568,7737,12754,9365,6492,7452,1861,15678,4374,13867,16097,11305,1497,6983,2052,14874,14951,14041,8765,15766,1050,4335
20230511120705354,7024,15953,1820,14531,2025,12136,4568,2295,12754,15328,6492,13746,1861,5968,4374,13011,16097,1666,1497,8358,2052,1824,14951,9390,8765,9305,1050,4352
20230511120705362,7024,5555,1820,6804,2025,3728,4568,6778,12754,2972,6492,4919,1861,14931,4374,3811,16097,12968,1497,6211,2052,3642,14951,15185,8765,3634,1050,13958
20230511120705370,7024,13114,1820,9837,2025,11534,4568,15760,12754, 979,6492, 678,1861,14276,4374,7375,16097,16275,1497,2210,2052,3331,14951,13180,8765,11496,1050,11841
20230511120705378,7024,2826,1820,9244,2025, 935,4568,12211,12754,8165,6492,11094,1861,3694,4374,16196,16097, 340,1497,16237,2052, 859,14951,8336,8765,15040,1050,14545
20230511120705386,7024,11657,1820,6263,2025, 654,4568,14014,12754,6849,6492,1569,1861,1640,4374,3742,16097,10239,1497,6784,2052,4566,14951,6804,8765,15652,1050,15993
20230511120705394,7024,5953,1820,16079,2025,7593,4568,12637,12754,6388,6492,15929,1861,3982,4374,2940,16097,10194,1497,13477,2052,2973,14951,11487,8765,9006,1050,3104
20230511120705402,7024,4643,1820,14806,2025,8882,4568,5569,12754,5576,6492,2122,1861,1945,4374,12841,16097,15543,1497,4364,2052,3048,14951,2920,8765,14684,1050,15970
20230511120705410,7024,2653,1820,10186,2025,12642,4568,8301,12754,3507,6492,1092,1861,6862,4374,1209,16097,9354,1497,13756,2052,11261,14951,3573,8765,5103,1050,10235
20230511120705418,7024,11609,1820,10483,2025,4801,4568,5650,12754,11412,6492,14307,1861,11226,4374,15405,16097,3230,1497,2836,2052,14230,14951,15739,8765,9724,1050,7723
20230511120705425,7024,14205,1820,8381,2025,10298,4568,16117,12754,8872,6492,10461,1861,3753,4374,10664,16097,13681,1497,9215,2052,2974,14951,2718,8765,1296,1050,9606
20230511120705433,7024,5164,1820,10917,2025,9665,4568,15538,12754,13082,6492,3956,1861,8976,4374,3381,16097,4528,1497,5563,2052,10646,14951,9110,8765,15578,1050,3395
20230511120705442,7024,2424,1820,1390,2025,13258,4568,1451,12754,14834,6492,5007,1861,12452,4374,15892,16097,12900,1497,11912,2052,15710,14951,15310,8765,4687,1050,6320
20230511120705449,7024,  72,1820,10218,2025,12338,4568,2426,12754,8396,6492,15919,1861,2429,4374,13808,16097,15106,3691, 592,2052,15505,14951,12650,8765,15889,1050,2741
20230511120705458,7024,7264,1820,7043,2025,13351,4568,6344,12754,12754,6492,15423,1861,13067,4374,3183,16097,1688,3691,14996,2052,1572,14951,12167,8765,2788,1050,14428
20230511120705465,7024,2952,1820,10250,2025,4911,4568,6006,12754,3761,6492,11165,1861,11047,4374,8850,16097,14993,3691,12644,2052,14357,14951,1288,8765,4307,1050,13431
20230511120705474,7024,6247,1820,7160,2025,7509,4568,10566,12754,7203,6492,9235,1861,8582,4374,8237,16097,10308,3691,11746,2052,6335,14951,13067,8765,7061,1050,11005
20230511120705482,7024,12804,1820,15392,2025,14607,4568,8950,12754,13646,6492,9930,1861,3232,4374,2181,16097,5387,3691,  37,2052,14586,14951,5662,8765,3949,1050,15069
20230511120705489,7024,3558,1820,9911,2025,4799,4568,11337,12754,11667,6492,6588,1861,14937,4374,10777,16097,14329,3691,13673,2052,12849,14951,14033,8765,3480,1050,2931
20230511120705497,7024,11856,1820,5258,2025,16345,4568,4819,12754,2811,6492,9478,1861,5467,4374,11659,16097,15760,3691,2690,2052,12872,14951,14460,8765,5338,1050,9505
20230511120705505,7024, 431,1820,4395,2025,13198,4568,8180,12754,1961,6492,10080,1861,13043,4374,3820,16097,3417,3691,1429,2052,10970,14951,14300,8765,10235,1050,7938
20230511120705512,7024,5205,1820,13922,2025,3292,4568,13101,12754,12085,6492,3218,1861,10579,4374,15182,16097,9677,3691,1056,2052,2710,14951,8575,8765,8739,1050,5928
20230511120705520,7024,4210,1820,8705,2025,14896,4568, 899,12754,7221,6492,6700,1861,7241,4374,15269,16097,13632,3691,13531,2052,9648,14951,15955,8765,10746,1050,14080
20230511120705528,7024,6395,1820,9381,2025,15387,4568,2464,12754,11280,6492,5990,1861,15234,4374, 802,16097,1790,3691,13419,2052,15100,14951,7372,8765,14144,1050,10666
20230511120705537,7024,12319,1820,9055,2025,7119,4568,16080,12754,6977,6492,8251,1861,8265,4374,9748,16097,9870,3691,1293,2052,4663,14951,13676,8765,12717,1050,9974
20230511120705545,7024,4867,1820,5852,2025,12054,4568,2207,12754,4233,6492,9909,1861,15092,4996,14455,16097,14895,3691,6831,2052,11440,14951,8094,8765,2504,1050,5346
20230511120705552,7024,4057,1820,15079,2025,3017,4568,13583,12754,3879,6492,14370,1861,3340,4996,7304,16097,1599,3691,4874,2052,7202,14951,14759,8765,6354,1050,10288
20230511120705560,7024,8745,1820,5262,2025,12404,4568, 289,12754,3448,6492,5539,1861,7497,4996,3235,16097,5684,3691,3780,2052,10502,14951,5980,8765,2395,1050,8042
20230511120705568,7024,4434,1820,7757,2025,10943,4568,4317,12754,9181,6492,13822,1861,4104,4996,13941,16097,10483,3691,4467,2052,10920,14951,4204,8765,3004,1050,7854
20230511120705576,7024,11334,1820,  69,2025,6523,4568,7231,12754,11780,6492,10050,1861,8015,4996,11202,16097,7145,3691,5068,2052,14714,14951,6165,8765,12466,1050,10714
20230511120705583,7024,15092,1820,3130,2025,14799,4568,12463,12754,3581,6492,2523,1861,10172,4996,2467,16097,1123,3691,11363,2052,11830,14951,6266,8765,2571,1050,6652
20230511120705591,7024,7002,1820,3538,2025,10621,4568,3942,12754,8574,6492,9003,1861,9199,4996,2533,16097,3649,3691,16201,2052,12380,14951,9360,8765,7789,11531,1675
20230511120705599,7024,9977,1820,12162,2025,11193,4568,7155,12754,13155,6492,9286,1861,10220,4996,4640,16097,3839,3691,11717,2052,1060,14951,8716,8765,1227,11531,5894
20230511120705607,7024,7837,1820,1417,2025,1115,4568,14846,12754,5453,6492,14705,1861,16204,4996,11337,16097,1917,3691,4777,2052,4563,14951,3319,8765,4083,11531,8320
20230511120705615,7024,2468,1820,14124,2025,6937,4568, 760,12754,10896,6492,9904,1861,15381,4996,14226,7615,4017,3691,8556,2052,2451,14951,8758,8765, 699,11531,9115
20230511120705622,7024,8376,4457,4383,2025,9792,4568,8757,12754,12878,6492,13791,1861,16350,4996,4590,7615,3372,3691,15821,2052,6832,14951,16282,8765,9493,11531,7025
20230511120705630,7024,6486,4457,11929,2025,10894,4568,10827,12754,8261,6492,10140,1861,5768,4996,4969,7615, 411,3691,1331,2052,1472,14951,16123,8765,13525,11531,8050
20230511120705638,7024,6150,4457,3767,2025,13965,4568,15143,12754,15147,6492,8327,1861,5299,4996,1823,7615,12186,3691,3142,2052,11461,14951,5544,8765,2375,11531,10260
20230511120705647,7024,15812,4457,15109,2025,12455,4568,12477,12754,8146,6492,9265,1861,4434,4996,8032,7615,2573,3691, 560,2052,10773,14951,9102,8765,2128,11531,3680
20230511120705654,7024,10114,4457,12784,2025,16273,4568,9191,12754,5232,6492,14877,1861,12376,4996,9232,7615,6073,3691,11163,10525,10587,14951,15857,8765,8123,11531,10366
20230511120705662,7024,5739,4457,15691,2025,6876,4568,10786,12754,1176,6492,6282,1861,14490,4996,12844,7615,10316,3691, 747,10525,7566,14951,1326,8765,12847,11531,13052
20230511120705670,7024,15661,4457,9971,2025,2517,4568,9675,12754,11272,6492,11844,1861,6925,4996,5850,7615,7255,3691,4409,10525,13609,14951,12321,8765,1538,11531, 240
20230511120705678,7024,5304,4457,16212,2025,14028,4568,3000,12754,6110,6492, 747,1861,12777,4996,6401,7615,12320,3691,4789,10525,8686,14951,12510,8765,9516,11531,7133
20230511120705686,7024,10909,4457,10080,2025,11538,4568,9026,12754,6238,6492,7331,1861,8066,4996,2019,7615,11201,3691,12595,10525,3103,14951,5210,8765,15429,11531,12113
20230511120705694,7024,9567,4457,7629,2025,7568,4568,  51,12754,10269,6492,5957,1861,4041,4996,5327,7615,16165,3691,14247,10525,15381,14951,2699,8765,16109,11531,13607
20230511120705702,7024,4344,4457,8449,2025,1782,4568,4693,12754,13849,6492,15808,1861,13610,4996,10132,7615,7852,3691,8957,10525,14061,14951,6569,8765,4560,11531,14393
20230511120705710,7024,11346,4457,13248,2025,9632,4568,16356,12754,13469,6492,6356,1861,8776,4996,6696,7615,4204,3691,13212,10525,11514,14951, 238,8765,7444,11531,10219
20230511120705717,7024,13673,4457,3373,2025,13377,4568,2483,12754,14346,6492,11677,1861,11904,4996,  90,7615,4697,3691,8092,10525, 264,14951,1390,8765,3560,11531,4956
20230511120705725,7024, 567,4457,13964,2025,16273,4568,5690,12754,6579,6492,15870,1861,3972,4996,7595,7615,6441,3691,2977,10525, 199,14951,11321,8765,8295,11531,5498
20230511120705733,7024,8170,4457,2646,2025,5054,4568,14734,12754,8353,6492,14323,1861,3589,4996,6003,7615,5808,3691,7033,10525,13092,14951,4977,8765,15268,11531,11924
20230511120705741,7024,1980,4457,9983,2025,9831,4568,16217,12754,2512,6492,3548,1861,5440,4996,13516,7615,10994,3691,8608,10525,11098,14951,15776,8765,14678,11531,5386
20230511120705749,7024,2694,4457,1298,2025,6533,4568,10026,12754,3654,6492,15309,1861,12949,4996,2811,7615, 846,3691,   2,10525,10712,14951,7970,8765,14236,11531,2769
20230511120705757,7024,5101,4457,10433,2025,12560,4568,14062,12754,10434,6492,10557,1861, 797,4996,14730,7615,1045,3691,7048,10525,10695,14951,9383,8765,1496,11531,10585
20230511120705765,7024,8746,4457,2470,13496,14383,4568,1658,12754,2523,6492,14581,1861,12089,4996,4012,7615,5967,3691,2842,10525,15324,14951,7679,8765,1167,11531,7630
20230511120705773,7024,14217,4457, 258,13496,10689,4568,4755,12754,12647,6492,9901,1861,12868,4996,10660,7615,7074,3691,5977,10525,9824,14951,13160,8765,3736,11531,9003
20230511120705780,7024, 138,4457,14527,13496,14140,4568,9476,12754,  30,6492, 935,1861, 367,4996,12006,7615,14172,3691,12273,10525,10043,14951,13217,8765,2643,11531,2668
20230511120705788,7024,15547,4457,9129,13496,7728,4568,7921,12754,15621,6492,12227,1861,11360,4996,12776,7615,13245,3691,5861,10525,6568,14951,7323,8765,16263,11531,3141
20230511120705797,7024,13702,4457,2451,13496,2554,4568,5681,12754,6154,6492,14211,1861,6164,4996,7985,7615,8117,3691,13956,10525, 385,14951,10080,8765,1703,11531,4287
20230511120705808,7024,8526,4457, 641,13496,10483,4568,1612,12754,10036,6492,15055,1861,12346,4996,12005,7615,14596,3691, 184,10525,14235,14951,9359,8765,14534,11531,7827
20230511120705812,7024,12884,4457,16127,13496,14251,4568,15184,12754,8324,6492,9580,1861,11000,4996,2614,7615,3464,3691,9576,10525,1008,14951,7786,8765,15262,11531,5623
20230511120705819,7024,13636,4457,10526,13496,13753,4568,10904,12754,11881,6492,8570,1861,7510,4996,8691,7615,4808,3691, 914,10525,13589,14951,12364,8765,13313,11531,16369
20230511120705827,7024, 483,4457,9392,13496,5187,4568,6499,12754, 903,6492,1268,1861,1098,4996,5944,7615,1416,3691,4101,10525,15617,14951,8911,8765,8992,11531,9764
20230511120705835,7024,1673,4457,1070,13496,4556,4568,12743,12754,13606,6492,13581,1861,3166,4996,13597,7615,8106,3691, 860,10525,16033,14951,6555,8765,6431,11531,10641
20230511120705843,7024,6490,4457,4182,13496,6985,4568,6471,12754,13610,6492,8443,1861,13716,4996,12837,7615,4752,3691,3626,10525,7813,14951,6925,8765,6769,11531,12079
20230511120705851,7024,4312,4457,14497,13496,14584,4568,8190,12754,5584,6492,7278,1861,15020,4996,16250,7615,9107,3691,15178,10525,1068,14951,5947,8765,3692,11531,14509
20230511120705859,7024,1267,4457,1392,13496,1875,4568,9330,12754,8834,6492,13726,1861,5953,4996,14955,7615,3488,3691,10360,10525,14382,14951,8128,8765,12395,11531,12559
20230511120705867,7024,16000,4457,3160,13496,1351,4568,8956,12754,16192,6492,5872,1861,6687,4996,9649,7615,9014,3691,12399,10525,6588,14951,4603,8765,11051,11531,8821
20230511120705875,7024,13292,4457,12579,13496,12543,4568,6477,12754,6942,6492,9963,1861,7036,4996,11670,7615,9216,3691,5062,10525,3366,14951,4456,8765,10234,11531, 901
20230511120705883,7024,13673,4457,10486,13496,6154,4568, 957,12754,10558,6492,8332,1861, 126,4996,3679,7615,14376,3691,6482,10525,9249,14951,11018,8765,8672,11531,2906
20230511120705890,7024,3412,4457,6245,13496,10585,4568,10348,12754,12126,6492,1035,1861,9557,4996,2048,7615,8426,3691,13218,10525,1530,14951,8520,8765,15777,11531,1178
20230511120705898,7024,15701,4457,5769,13496,8940,4568,11941,12754,10744,6492,10141,1861,11817,4996,15397,7615,11809,3691,14610,10525,10947,14951,5993,8765,13773,11531,3649
20230511120705906,7024,3067,4457,5067,13496,14662,4568,15101,12754,15358,6492,9201,1861,15715,4996,9208,7615,4818,3691, 249,10525,2296,14951,5784,8765,10371,11531,1837
20230511120705914,7024, 511,4457,4893,13496,8495,4568, 738,12754,5550,6492,5497,1861,3263,4996,6585,7615,13689,3691,11147,10525,1094,14951,2914,8765,9046,11531,5305
20230511120705922,7024, 428,4457,2950,13496,7538,4568,1867,12754,5433,6492,2752,1861,4204,4996,5485,7615,12786,3691,13673,10525,13987,14951,14298,9250,6760,11531,16356
20230511120705930,7024,8065,4457,10379,13496,10914,4568,3925,12754,6855,6492,10148,1861,7254,4996,10615,7615,8637,3691,5599,10525,14276,14951,11441,9250,2902,11531,15407
20230511120705938,7024,8334,4457,6511,13496,10553,4568,14318,12754,  81,6492,1312,1861,11359,4996,3667,7615,14338,3691,15618,10525,14045,14951,10425,9250,8245,11531, 530
20230511120705950,7024,7155,4457,5462,13496,12879,4568,1961,12754,6322,6492,4565,1861,10153,4996,6956,7615, 606,3691,3403,10525,6852,14951,12536,9250,3810,11531,7989
20230511120705956,7024,11088,4457,3767,13496,9577,4568,5915,12754,6994,6492,14603,1861,7291,4996,1985,7615,10277,3691,7141,10525,1177,14951,9702,9250,12771,11531,12885
20230511120705962,7024,5190,4457,8413,13496,15343,4568,12533,12754,9555,6492,3254,1861,10055,4996,8033,7615,8570,3691,11921,10525,4481,14951,12769,9250,16001,11531,14869
20230511120705970, 602,14390,4457,1595,13496,4234,4568,13623,12754,6829,6492,8127,1861,8742,4996,15792,7615,9815,3691,12084,10525,9751,14951,1876,9250,4643,11531,8542
20230511120705978,2122, 844,4457,9555,13496,3259,4568,1693,12754,14890,6492,15268,1861,5313,4996,5979,7615,4419,3691,8509,10525,4504,14951, 686,9250,15529,11531,8744
20230511120705985,2122,12615,4457,  67,13496,16352,4568,1525,12754,4081,6492,  45,1861,1282,4996,13283,7615,3426,3691,6536,10525,8251,14951,1090,9250,12764,11531,14217
20230511120705993,2122,1402,4457,11178,13496,8456,4568,2794,12754,11275,6492,8995,1861,14170,4996,14526,7615,6681,3691,10260,10103,1740,14951,8703,9250,10130,11531,1027
20230511120706002,2122,3400,4457,3333,13496,15096,4568,10606,12754,9967,6492,2776,1861,16306,4996,5403,7615,8712,3691,8224,10103,2422,14951,2947,9250,7792,11531,7991
20230511120706009,2122,6179,4457,12953,13496,9720,4568,16301,12754,14409,6492,15787,1861,12412,4996,2527,7615,11494,3691,9066,10103,16328,14951,14483,9250,4298,11531,1703
20230511120706017,2122,8302,4457,5729,13496,15573,4568,3218,12754,13010,6492,12637,1861,4809,4996,4186,7615, 927,3691,16349,10103,3763,14951,3426,9250,5872,11531,13459
20230511120706025,2122,16055,4457,9239,13496,2447,4568,13555,12754,4278,6492,11991,1861,4434,4996,12959,7615,14403,3691,2347,10103,11414,14951,1386,9250,10476,11531,5592
20230511120706033,2122,  84,4457,4862,13496, 462,4568,3355,12754,1871,6492,4666,1861, 674,4996,13358,7615,9932,3691,7604,10103,11431,14951,10118,9250,3719,11531,2989
20230511120706040,2122, 449,4457,3108,13496,2099,4568,11653,12754,15543,6492,5812,1861,3234,4996,3182,7615,2115,3691,5634,10103,3549,14951,3230,9250,10454,11531,4866
20230511120706049,2122,11811,4457,4298,13496,14678,4568,6535,12754,3598,6492,15051,1861,6851,4996,15098,7615,9107,3691,4948,10103,7092,14951,10375,9250,8597,11531,4693
20230511120706056,2122,1525,4457,8726,13496,5060,4568,3316,12754,8093,6492,10600,1861,4430,4996,14677,7615,6965,3691,7299,10103,1476,14951,6230,9250,2716,11531,10240
20230511120706064,2122,12490,4457,2888,13496,12060,4568,14503,12754,1554,6492,9153,1861,14129,4996,16115,7615,10337,3691,5245,10103,15097,14951,3138,9250,2367,11531,15406
20230511120706072,2122,6057,4457,11573,13496,2587,4568,15159,12754,14201,6492, 726,1861,6091,4996,12140,7615,3517,3691,8945,10103,8079,14951,5483,9250,3064,11531,12152
20230511120706080,2122,7031,4457,1167,13496,13768,4568,11102,12754,9873,6492,2550,1861,12417,4996,13139,7615, 745,3691, 459,10103,15803,14951,1405,9250,12047,11531,7746
20230511120706088,2122,3509,4457,4066,13496,4946,4568,11950,12754,14070,6492,1877,1861,5860,4996,3293,7615,8416,3691,9224,10103, 415,14951,14879,9250,7163,11531,7413
20230511120706096,2122,3507,4457,7410,13496,13471,4568,11831,12754,9459,6492,2556,1861,5172,4996,1248,7615,14252,3691,14385,10103,13601,14951,3587,9250,10965,11531,2168
20230511120706104,2122,9681,4457,12143,13496,6009,4568,4378,7045,9777,6492,10358,1861,11169,4996,1284,7615,6393,3691,3738,10103, 761,14951,8791,9250,14384,11531,8700
20230511120706111,2122, 945,4457,13937,13496,9257,4568,9749,7045,2999,6492,7498,1861,9844,4996,11464,7615, 712,3691,11738,10103,9150,14951,15394,9250,3809,11531,15944
20230511120706119,2122,2736,4457,11486,13496,14917,4568,16104,7045,5187,6492,14986,1861,3446,4996,6992,7615,12257,3691,14546,10103,5985,14951,16290,9250,3281,11531,13542
20230511120706128,2122,8507,4457,2016,13496,14539,4568,14593,7045,16066,6492,4476,1861,10012,4996,13145,7615,15415,3691,1193,10103,1080,14951, 869,9250,12375,11531,7551
20230511120706136,2122,4360,4457,7505,13496,3050,4568,2898,7045,11604,6492,4232,1861,5777,4996,5111,7615,2706,3691,9531,10103,7209,14951,9477,9250,5572,11531,2359
20230511120706146,2122,9059,4457,7517,13496,15319,4568,5171,7045, 676,6492,7967,1861, 724,4996,11595,7615,6495,3691,3655,10103,14636,14951,12060,9250,11819,16127,2491
20230511120706150,2122,12421,4457,15294,13496,9751,4568,2951,7045,13588,6492,3459,1861, 948,4996,2823,7615,12595,3691,6333,10103,2564,14951,12675,9250,6680,16127,11414
20230511120706158,2122,2063,4457,13846,13496, 102,4568,3204,7045,15105,6492,4048,1861,13507,4996,5144,7615,2866,3691,11732,10103,12522,14951, 889,9250, 438,16127,1027
20230511120706166,2122,8457,4457,8449,13496,11470,4568,5633,7045,7640,6492,3115,1861,6000,4996,5345,7615,15364,3691,5368,10103,14483,14951,10232,9250,10269,16127,5848
20230511120706175,2122,6610,4457,6413,13496,1942,4568,12571,7045,1677,6492,3777,1861,10244,4996,3211,7615,7919,3691,12730,10103,3105,14951,11654,9250, 375,16127,2585
20230511120706182,2122,6377,4457,5229,13496,4781,4568,1158,7045,7107,6492,7957,1861,10353,4996,4439,7615,1129,3691,2203,10103,4574,14951,11470,9250,2690,16127,7241
20230511120706190,2122,14286,4457,3008,13496,4444,4568,3843,7045,10131,6492,9964,1861,16150,4996,6616,10469,5572,3691,6807,10103,13793,14951,8152,9250,3868,16127, 390
20230511120706198,2122,6908,4457,14986,13496,11292,4568,15579,7045,14671,6492,11574,1861,4437,4996,14132,10469,11107,3691,2647,10103,14112,14951,6256,9250,2576,16127,10700
20230511120706206,2122,15544,4457,6791,13496,10045,4568,12561,7045,15280,6492,9987,1861,1359,4996,15372,10469,12035,3691,14660,10103,4512,14951,15969,9250,13561,16127,12899
20230511120706214,2122,15503,4457,14063,13496,9226,4568,14950,7045,15890,6492,13391,1861,5922,4996,11155,10469,4447,3691,5178,10103,16044,14951,10388,9250,3812,16127,4652
20230511120706222,2122,2905,4457,6033,13496,15800,4568, 192,7045,11900,6492,5537,1861,1359,4996, 518,10469,13239,3691,13426,10103,12538,14951,9552,9250,13008,16127,15410
20230511120706229,2122,1652,4457,15197,13496,1103,4568,15748,7045,11611,6492,2600,1861,8035,4996,5570,10469,12541,3691,8272,10103,9925,14951,9149,9250,8515,16127,6311
20230511120706238,2122,3583,4457,12915,13496,10721,4568,15717,7045,1141,6492,4567,1861,6794,4996, 272,10469,5205,3691, 666,10103,12988,14951,8959,9250,5667,16127, 993
20230511120706246,2122, 352,4457,12915,13496,11858,4568,15806,7045,2167,6492,15025,1861,7002,4996,9776,10469,12227,3691,10813,10103,6180,14951,11228,9250,8392,16127,16037
20230511120706253,2122,9968,4457,13665,13496,4736,4568,12795,7045,15973,6492,8237,1861,15414,4996,9603,10469,16009,3691,8338,10103,1836,14951,2320,9250,3816,16127,9482
20230511120706261,2122,14799,4457,3701,13496,6168,4568,5514,7045,14165,6492,9433,1861,13870,4996,2577,10469,  54,3691,14520,10103,4316,14951,4102,9250,2554,16127,6155
20230511120706270,2122,5671,4457,13250,13496,4715,4568,7215,7045,5797,6492,15713,1861,8673,4996,6855,10469,13724,3691,9155,10103,7154,14951,6793,9250,12969,16127,6755
20230511120706277,2122,4641,4457,3206,13496,11941,4568, 483,7045,7703,6492,9768,1861,2750,4996,15721,10469,12451,3691,1013,10103,11927,14951,13989,9250,5830,6064,5349
